id,first_name,last_name,email,gender,ip_address,created_at,age,lifetime_value,churn_risk_score,segment
447,Robbyn,Ashment,rashmentce@arizona.edu,Female,130.174.28.173,01/08/2025,38,4441,17988,New Signups (Last 30 Days)
448,Mame,Ellit,mellitcf@zimbio.com,Female,120.206.115.166,18/12/2024,73,4601,4752,Inactive > 90 Days
449,Nickie,Birtles,nbirtlescg@npr.org,Female,51.191.141.25,20/06/2025,38,14337,16831,Churn Risk
450,Avery,Birt,abirtch@fotki.com,Male,229.160.24.142,19/01/2025,77,15342,13827,Inactive > 90 Days
451,Doralin,Scadding,dscaddingci@biglobe.ne.jp,Female,201.204.200.113,19/01/2025,65,6493,10859,Inactive > 90 Days
452,Carie,Mahomet,cmahometcj@squarespace.com,Genderqueer,40.130.76.111,16/11/2025,71,14444,6598,High CLV Customers
453,Luciana,Cossey,lcosseyck@census.gov,Female,64.215.204.34,03/11/2025,26,9327,12349,Inactive > 90 Days
454,Selby,Urvoy,survoycl@army.mil,Male,33.73.199.39,03/08/2025,61,5774,9104,High CLV Customers
455,Maggy,Poizer,mpoizercm@gov.uk,Female,205.11.84.196,29/09/2025,46,14263,6506,Churn Risk
456,Christoper,Sallenger,csallengercn@artisteer.com,Male,198.177.152.149,18/01/2025,33,7477,18573,Inactive > 90 Days
457,Crichton,Walliker,cwallikerco@unicef.org,Male,51.1.220.180,26/08/2025,35,19228,1867,Inactive > 90 Days
458,Lara,Glyssanne,lglyssannecp@skyrock.com,Female,110.77.170.7,01/11/2025,34,5536,4621,Inactive > 90 Days
459,Gibb,Clinch,gclinchcq@shinystat.com,Non-binary,45.120.112.142,24/01/2025,56,14833,12581,Inactive > 90 Days
460,Lamont,Kettel,lkettelcr@guardian.co.uk,Non-binary,152.218.223.138,09/04/2025,22,12665,9172,Churn Risk
461,Zach,Maffi,zmaffics@mozilla.com,Male,166.71.119.23,29/04/2025,73,3510,112,New Signups (Last 30 Days)
462,Cornall,Goodredge,cgoodredgect@usgs.gov,Male,121.204.121.194,11/02/2025,53,5023,3120,Inactive > 90 Days
463,Nanete,Rippen,nrippencu@blinklist.com,Female,187.131.127.152,02/08/2025,59,16845,19174,Inactive > 90 Days
464,Granville,Iglesias,giglesiascv@moonfruit.com,Male,137.156.57.203,18/02/2025,22,18284,9188,New Signups (Last 30 Days)
465,Cam,Stobie,cstobiecw@netlog.com,Male,250.120.77.185,23/02/2025,31,9750,17076,New Signups (Last 30 Days)
466,Ninon,Brymham,nbrymhamcx@merriam-webster.com,Female,41.4.198.149,16/09/2025,29,11576,16777,New Signups (Last 30 Days)
467,Jeno,Nijs,jnijscy@people.com.cn,Male,95.210.67.72,25/07/2025,29,9516,1883,Inactive > 90 Days
468,Kimberlyn,Milne,kmilnecz@surveymonkey.com,Genderfluid,211.68.161.143,10/01/2025,32,6587,7230,Churn Risk
469,Nickolai,Valenti,nvalentid0@nba.com,Male,122.80.64.103,12/04/2025,44,10648,16080,High CLV Customers
470,Bengt,Konrad,bkonradd1@webs.com,Male,134.196.132.73,10/03/2025,47,12008,2657,High CLV Customers
471,Perry,Fingleton,pfingletond2@pbs.org,Male,199.221.91.188,28/07/2025,80,2218,16624,Inactive > 90 Days
472,Smith,Dudbridge,sdudbridged3@marriott.com,Male,209.109.29.106,17/12/2024,63,6435,3694,New Signups (Last 30 Days)
473,Marijo,Knotton,mknottond4@google.com.br,Female,112.189.48.199,18/07/2025,70,13248,10197,Churn Risk
474,Seward,Gagan,sgagand5@bing.com,Male,67.28.204.38,09/03/2025,38,14715,4418,Inactive > 90 Days
475,Roderich,Derycot,rderycotd6@elegantthemes.com,Male,220.143.129.190,22/07/2025,56,18796,5054,Churn Risk
476,Zacherie,Revett,zrevettd7@yellowpages.com,Male,44.23.10.240,29/10/2025,23,2524,18632,High CLV Customers
477,Jedidiah,Willson,jwillsond8@businessinsider.com,Male,0.92.235.203,18/03/2025,53,4458,15118,Churn Risk
478,Bethany,Smales,bsmalesd9@istockphoto.com,Agender,189.144.56.89,24/06/2025,22,8226,16833,Inactive > 90 Days
479,Zulema,Davana,zdavanada@wix.com,Female,237.110.155.60,28/05/2025,44,14437,7916,Churn Risk
480,Ree,Illes,rillesdb@twitpic.com,Female,58.117.92.121,18/11/2025,48,2961,19313,Churn Risk
481,Bridie,Edmands,bedmandsdc@i2i.jp,Female,72.100.17.31,30/07/2025,41,814,16909,High CLV Customers
482,Filide,McCarly,fmccarlydd@wikipedia.org,Polygender,187.229.62.40,24/07/2025,30,6367,12344,Churn Risk
483,Kaleena,Swann,kswannde@etsy.com,Female,255.37.255.31,12/04/2025,38,16740,19051,Churn Risk
484,Marcellus,Burridge,mburridgedf@hao123.com,Male,24.207.54.138,21/11/2025,59,19951,8441,Churn Risk
485,Shalna,Hynard,shynarddg@google.com.hk,Female,136.148.148.30,16/07/2025,24,4328,12449,High CLV Customers
486,Gawain,Treend,gtreenddh@unicef.org,Male,230.9.151.133,26/11/2025,59,9251,5141,Inactive > 90 Days
487,Corliss,Newcombe,cnewcombedi@utexas.edu,Female,181.56.82.246,10/09/2025,45,15363,13551,Churn Risk
488,Roman,Dear,rdeardj@intel.com,Male,31.57.38.201,10/04/2025,57,10940,2122,New Signups (Last 30 Days)
489,Kaycee,Peaker,kpeakerdk@java.com,Female,42.185.28.184,14/07/2025,22,19099,5332,New Signups (Last 30 Days)
490,Willabella,Wrack,wwrackdl@ask.com,Female,87.164.225.195,05/02/2025,29,8188,6872,Inactive > 90 Days
491,Ashby,Klagges,aklaggesdm@mysql.com,Male,165.105.191.52,02/10/2025,54,1948,4663,Churn Risk
492,Rip,MacKissack,rmackissackdn@state.gov,Male,141.139.145.166,15/04/2025,30,10094,9022,High CLV Customers
493,Tadio,Elders,teldersdo@craigslist.org,Male,213.111.92.142,02/01/2025,68,5749,18361,High CLV Customers
494,Sheila,Gaspard,sgasparddp@paginegialle.it,Female,93.81.218.118,06/07/2025,68,11049,15238,Inactive > 90 Days
495,Filbert,Jarry,fjarrydq@ucoz.ru,Male,155.71.44.244,27/08/2025,21,3870,7250,New Signups (Last 30 Days)
496,Bartlet,Lewnden,blewndendr@rambler.ru,Male,108.56.86.91,16/10/2025,54,7913,15657,High CLV Customers
497,Ursula,Baal,ubaalds@walmart.com,Polygender,89.190.224.131,04/08/2025,55,10885,1490,High CLV Customers
498,Vivi,Ferries,vferriesdt@ucoz.ru,Female,250.71.77.186,12/04/2025,28,13386,1391,High CLV Customers
499,Nap,Ziebart,nziebartdu@earthlink.net,Genderfluid,90.178.159.21,26/02/2025,75,6916,11846,High CLV Customers
500,Jacob,Bailiss,jbailissdv@scientificamerican.com,Male,227.181.222.40,27/02/2025,30,9852,18209,High CLV Customers
501,Codi,Kleinberer,ckleinbererdw@globo.com,Female,36.235.51.95,08/12/2024,70,9848,9232,Inactive > 90 Days
502,Edie,Morten,emortendx@wiley.com,Female,3.250.14.25,20/11/2025,37,13177,5988,New Signups (Last 30 Days)
503,Farlie,Latehouse,flatehousedy@imageshack.us,Non-binary,17.95.106.72,09/09/2025,68,10091,16176,New Signups (Last 30 Days)
504,Margaret,Wytchard,mwytcharddz@sphinn.com,Female,148.33.16.90,25/05/2025,34,7019,8945,High CLV Customers
505,Hermia,Rudderham,hrudderhame0@census.gov,Non-binary,146.162.218.239,07/02/2025,49,14286,7902,Churn Risk
506,Mart,Grigore,mgrigoree1@comcast.net,Male,225.249.57.140,18/01/2025,68,1537,19751,High CLV Customers
507,Colman,Dunphy,cdunphye2@parallels.com,Male,178.239.40.95,09/08/2025,68,11327,510,Inactive > 90 Days
508,Garwood,McIlmorie,gmcilmoriee3@unc.edu,Male,18.61.199.7,21/11/2025,63,11062,14212,Inactive > 90 Days
509,Gabriela,Dreinan,gdreinane4@mail.ru,Female,124.211.11.158,02/02/2025,63,4365,18540,Churn Risk
510,Gabriella,Enefer,genefere5@indiatimes.com,Female,186.140.225.41,08/10/2025,39,14013,1416,Churn Risk
511,Titus,Mundford,tmundforde6@cafepress.com,Male,243.187.213.232,12/09/2025,50,19958,12945,Churn Risk
512,Siouxie,Chagg,schagge7@surveymonkey.com,Female,33.35.255.64,04/04/2025,26,17519,17662,New Signups (Last 30 Days)
513,Skip,Boules,sboulese8@miitbeian.gov.cn,Male,53.148.149.168,20/07/2025,47,15267,11193,High CLV Customers
514,Skipper,Rihanek,srihaneke9@tinypic.com,Male,89.167.34.23,17/12/2024,69,10322,17407,High CLV Customers
515,Cassondra,Plank,cplankea@cam.ac.uk,Female,65.207.174.121,08/12/2024,69,4920,2469,High CLV Customers
516,Angil,Kemble,akembleeb@adobe.com,Female,222.46.60.41,13/05/2025,79,7906,2955,High CLV Customers
517,Ker,Schukert,kschukertec@eventbrite.com,Male,217.42.87.247,13/06/2025,67,5975,2787,Churn Risk
518,Rockwell,Otson,rotsoned@pen.io,Male,221.33.11.224,24/09/2025,73,9837,2232,Churn Risk
519,Ramsey,Avraam,ravraamee@si.edu,Male,143.56.39.161,25/09/2025,58,16435,19259,New Signups (Last 30 Days)
520,Row,Verling,rverlingef@imageshack.us,Non-binary,201.16.226.62,08/10/2025,42,16097,8601,Inactive > 90 Days
521,Tiffanie,Colter,tcoltereg@jiathis.com,Female,99.78.209.24,04/06/2025,57,13658,18719,High CLV Customers
522,Damon,Branscombe,dbranscombeeh@studiopress.com,Male,20.53.170.125,21/03/2025,41,11070,8349,New Signups (Last 30 Days)
523,Terrie,Wilkes,twilkesei@salon.com,Female,93.82.229.59,26/09/2025,36,8078,5817,High CLV Customers
524,Christa,Lambie,clambieej@zimbio.com,Female,222.160.146.220,27/04/2025,26,5835,5572,High CLV Customers
525,Shem,Kilbride,skilbrideek@bluehost.com,Male,248.57.21.221,21/10/2025,65,8920,11736,Churn Risk
526,Witty,Flea,wfleael@macromedia.com,Male,68.183.9.37,12/09/2025,42,18463,16552,Inactive > 90 Days
527,Berna,Mulqueeny,bmulqueenyem@e-recht24.de,Female,174.162.51.133,26/11/2025,51,1913,13688,Inactive > 90 Days
528,Kimberly,Taylot,ktayloten@mapy.cz,Female,30.123.123.155,24/10/2025,68,16700,1204,New Signups (Last 30 Days)
529,Bibby,Blanckley,bblanckleyeo@cmu.edu,Female,229.96.142.83,12/03/2025,27,3187,12089,Churn Risk
530,Ana,Georgelin,ageorgelinep@w3.org,Female,31.87.139.205,08/07/2025,75,12009,13304,High CLV Customers
531,Nickey,Gavagan,ngavaganeq@bing.com,Male,108.42.211.164,22/05/2025,20,8950,16129,New Signups (Last 30 Days)
532,Geoffrey,Earngy,gearngyer@tinypic.com,Male,84.157.17.210,25/08/2025,51,1389,12206,Churn Risk
533,Joete,Gregory,jgregoryes@webs.com,Female,18.197.152.138,22/04/2025,60,19560,1911,Churn Risk
534,Brock,Dallewater,bdallewateret@tripod.com,Male,249.191.22.228,10/12/2024,76,16365,5937,Inactive > 90 Days
535,Wallace,Wohler,wwohlereu@ted.com,Male,11.123.200.162,30/10/2025,62,2336,7497,Churn Risk
536,Jaclyn,Bearcock,jbearcockev@so-net.ne.jp,Female,83.13.168.48,11/09/2025,18,16369,8762,High CLV Customers
537,Shaw,Fillis,sfillisew@dagondesign.com,Male,66.188.225.97,27/04/2025,29,16912,17875,Inactive > 90 Days
538,Alberta,Gerran,agerranex@squidoo.com,Female,1.86.82.152,30/08/2025,78,16797,17071,Inactive > 90 Days
539,Angelina,Campaigne,acampaigneey@dedecms.com,Female,45.43.79.16,30/01/2025,29,4060,11132,New Signups (Last 30 Days)
540,Birch,Bearne,bbearneez@wp.com,Male,248.44.122.80,26/12/2024,44,12354,11389,Inactive > 90 Days
541,Irv,Vinden,ivindenf0@redcross.org,Male,28.30.125.190,14/06/2025,63,15313,19132,Churn Risk
542,Josey,Bohin,jbohinf1@ucla.edu,Female,253.80.130.89,24/03/2025,21,18748,3288,High CLV Customers
543,Rad,Hoggin,rhogginf2@pagesperso-orange.fr,Male,209.135.185.55,23/10/2025,32,15862,14398,New Signups (Last 30 Days)
544,Goldina,Sifleet,gsifleetf3@nbcnews.com,Genderfluid,76.100.237.96,04/08/2025,21,16731,18417,Churn Risk
545,Diannne,Bonick,dbonickf4@alibaba.com,Female,231.229.63.129,07/02/2025,66,19341,14094,Inactive > 90 Days
546,Leroi,Spooner,lspoonerf5@people.com.cn,Male,27.191.81.40,21/05/2025,55,14551,8566,Inactive > 90 Days
547,Kiersten,Matussov,kmatussovf6@thetimes.co.uk,Female,191.61.101.178,06/06/2025,19,8300,8385,High CLV Customers
548,Ev,Aitcheson,eaitchesonf7@skype.com,Male,147.194.38.61,08/09/2025,76,8466,10307,Churn Risk
549,Karie,Swadlinge,kswadlingef8@dmoz.org,Female,66.44.176.90,25/09/2025,53,7024,17597,High CLV Customers
550,Harwilll,Sterley,hsterleyf9@lycos.com,Male,181.202.90.208,19/03/2025,53,8349,9026,High CLV Customers
551,Adham,Ciotto,aciottofa@instagram.com,Genderqueer,21.122.225.231,17/07/2025,32,5871,16118,Churn Risk
552,Rodie,Cockle,rcocklefb@feedburner.com,Female,167.38.97.91,15/08/2025,64,6680,10202,New Signups (Last 30 Days)
553,Cher,Pentony,cpentonyfc@cnet.com,Female,136.80.50.15,16/07/2025,50,11349,961,High CLV Customers
554,Wenona,Fenlon,wfenlonfd@twitter.com,Female,137.84.255.245,03/06/2025,75,12868,2783,Churn Risk
555,Rhys,Earngy,rearngyfe@theatlantic.com,Male,137.218.91.121,26/03/2025,44,4497,1092,Churn Risk
556,Aarika,Wrightem,awrightemff@spotify.com,Female,15.121.240.231,28/07/2025,66,13226,10662,High CLV Customers
557,Benoit,Ingilson,bingilsonfg@cmu.edu,Male,189.172.65.237,08/11/2025,31,5250,449,New Signups (Last 30 Days)
558,Zackariah,Gibbons,zgibbonsfh@mozilla.org,Male,194.47.46.53,06/08/2025,67,5636,10250,Inactive > 90 Days
559,Suzy,Dumbar,sdumbarfi@wikispaces.com,Female,22.17.104.54,12/02/2025,22,1510,4191,Churn Risk
560,Alva,Goodin,agoodinfj@deviantart.com,Male,183.48.181.191,14/11/2025,31,4001,19120,New Signups (Last 30 Days)
561,Ajay,Methringham,amethringhamfk@bandcamp.com,Female,97.71.206.36,09/03/2025,61,4448,683,High CLV Customers
562,Flint,Casterot,fcasterotfl@dmoz.org,Genderqueer,194.78.249.92,19/12/2024,62,16671,11599,High CLV Customers
563,Egon,Mayhead,emayheadfm@state.gov,Male,175.126.208.12,30/04/2025,57,5592,4433,High CLV Customers
564,Mason,Ollivier,mollivierfn@cam.ac.uk,Male,123.165.77.186,05/06/2025,54,13498,1732,Inactive > 90 Days
565,Saunder,Cutford,scutfordfo@xing.com,Genderfluid,221.47.147.60,09/10/2025,64,16647,10421,Churn Risk
566,Garth,Guillon,gguillonfp@jigsy.com,Male,199.143.241.209,03/10/2025,34,2169,227,Churn Risk
567,Currey,Stoile,cstoilefq@aol.com,Male,108.144.237.72,21/07/2025,73,2694,16569,High CLV Customers
568,Pincus,Mohring,pmohringfr@ocn.ne.jp,Male,168.169.248.178,03/01/2025,19,14684,18294,Churn Risk
569,Catriona,Epilet,cepiletfs@g.co,Female,247.66.149.76,30/08/2025,22,397,403,High CLV Customers
570,Nathalie,Korfmann,nkorfmannft@cargocollective.com,Female,32.250.125.143,30/07/2025,77,16708,18570,Inactive > 90 Days
571,Rees,MacConnulty,rmacconnultyfu@dyndns.org,Agender,144.113.61.255,02/08/2025,69,3905,10904,High CLV Customers
572,Torre,Rawling,trawlingfv@wired.com,Male,228.31.53.71,23/10/2025,68,8846,19042,Churn Risk
573,Aloisia,Dobble,adobblefw@de.vu,Female,191.210.94.228,20/05/2025,58,3808,6792,Churn Risk
574,Henry,Olsson,holssonfx@aol.com,Male,244.48.213.96,05/06/2025,53,12512,12453,Churn Risk
575,Alex,Cheavin,acheavinfy@twitpic.com,Non-binary,199.207.113.63,10/09/2025,74,7402,18000,Inactive > 90 Days
576,Valencia,Sutor,vsutorfz@cornell.edu,Female,15.150.151.84,19/08/2025,68,6312,11154,New Signups (Last 30 Days)
577,Corri,Wymer,cwymerg0@paginegialle.it,Female,142.118.39.254,21/07/2025,69,16192,245,Inactive > 90 Days
578,Candie,Dunlop,cdunlopg1@merriam-webster.com,Female,251.60.32.34,17/03/2025,73,7816,8633,Churn Risk
579,Sherri,Battle,sbattleg2@networksolutions.com,Female,150.162.217.2,11/02/2025,22,9632,2369,New Signups (Last 30 Days)
580,Garwin,McAlpin,gmcalping3@ox.ac.uk,Male,206.84.172.163,04/07/2025,33,1638,12159,Inactive > 90 Days
581,Pamelina,Drinkhall,pdrinkhallg4@privacy.gov.au,Female,17.54.161.127,17/03/2025,52,14647,11040,Inactive > 90 Days
582,Matty,Pavlovic,mpavlovicg5@behance.net,Female,251.199.52.3,29/01/2025,65,6794,18481,Inactive > 90 Days
583,Nanon,Sunners,nsunnersg6@baidu.com,Female,254.184.143.169,04/05/2025,76,5659,4041,Churn Risk
584,Humbert,Crasswell,hcrasswellg7@yelp.com,Polygender,79.89.168.233,22/08/2025,61,608,6865,New Signups (Last 30 Days)
585,Brooks,Culp,bculpg8@barnesandnoble.com,Male,165.148.166.7,17/08/2025,28,17566,16823,Inactive > 90 Days
586,Margeaux,Cressar,mcressarg9@bigcartel.com,Female,82.75.133.201,06/12/2025,46,3334,8860,New Signups (Last 30 Days)
587,Norry,Lenihan,nlenihanga@twitpic.com,Female,189.49.183.244,20/02/2025,34,13245,18460,Churn Risk
588,Lennard,Blaszczak,lblaszczakgb@exblog.jp,Bigender,91.116.233.209,28/07/2025,40,2539,1897,Churn Risk
589,Gilbert,Mocher,gmochergc@lulu.com,Male,242.146.160.16,07/12/2025,60,12116,748,High CLV Customers
590,Elnora,Whittle,ewhittlegd@earthlink.net,Female,181.117.116.145,27/10/2025,58,12122,7762,New Signups (Last 30 Days)
591,Daryle,Kernaghan,dkernaghange@4shared.com,Male,193.144.82.204,15/01/2025,60,5441,14631,Churn Risk
592,Gauthier,Biskup,gbiskupgf@livejournal.com,Male,141.199.109.42,06/04/2025,32,12994,914,Inactive > 90 Days
593,Holly-anne,Brockington,hbrockingtongg@toplist.cz,Female,122.99.41.169,12/06/2025,70,6570,3539,Churn Risk
594,Cam,Bransby,cbransbygh@github.io,Male,156.227.214.96,30/06/2025,76,7770,6123,Churn Risk
595,Corie,Bernlin,cbernlingi@comcast.net,Female,78.115.9.186,28/10/2025,66,2808,9760,New Signups (Last 30 Days)
596,Elvis,Chuter,echutergj@boston.com,Male,191.146.164.70,27/10/2025,64,8160,19650,Inactive > 90 Days
597,Robbi,Borrington,rborringtongk@ycombinator.com,Genderqueer,202.196.248.255,29/06/2025,66,12499,8648,High CLV Customers
598,Marty,Wellen,mwellengl@usnews.com,Male,136.215.132.93,30/07/2025,25,19788,2416,High CLV Customers
599,Robinia,Torresi,rtorresigm@privacy.gov.au,Female,106.138.98.193,10/10/2025,67,19417,8394,New Signups (Last 30 Days)
600,Gaultiero,Paolinelli,gpaolinellign@hatena.ne.jp,Male,85.151.157.88,23/10/2025,33,15506,12122,Inactive > 90 Days
601,Alisun,Capitano,acapitanogo@printfriendly.com,Bigender,240.94.90.137,14/11/2025,43,16180,13496,New Signups (Last 30 Days)
602,Charlean,Viggars,cviggarsgp@ihg.com,Female,23.10.132.134,01/03/2025,75,11220,10945,Churn Risk
603,Mellie,Hurdedge,mhurdedgegq@arstechnica.com,Female,115.64.65.110,06/05/2025,31,1254,3807,Inactive > 90 Days
604,Theo,Paliser,tpalisergr@diigo.com,Male,189.105.119.0,22/06/2025,29,15498,7340,Churn Risk
605,Tuesday,Wattam,twattamgs@archive.org,Female,63.146.25.27,03/03/2025,24,14026,4525,Inactive > 90 Days
606,Archie,Totterdell,atotterdellgt@shutterfly.com,Male,36.128.245.124,06/11/2025,71,4184,2972,Churn Risk
607,Edithe,Gammet,egammetgu@jigsy.com,Female,209.113.79.91,08/12/2024,28,1828,2529,High CLV Customers
608,Errol,Chislett,echislettgv@technorati.com,Male,170.87.209.22,14/12/2024,72,5616,18486,Churn Risk
609,Vito,McCurrie,vmccurriegw@earthlink.net,Male,73.78.208.169,22/03/2025,56,8141,5612,New Signups (Last 30 Days)
610,Norrie,Liddell,nliddellgx@epa.gov,Male,31.39.155.70,31/08/2025,76,12256,6926,Churn Risk
611,Katleen,McTeer,kmcteergy@etsy.com,Female,151.16.209.68,14/11/2025,56,503,18369,New Signups (Last 30 Days)
612,Eugenia,Highwood,ehighwoodgz@ow.ly,Female,232.101.108.7,09/02/2025,41,8893,3731,New Signups (Last 30 Days)
613,Denny,Shilburne,dshilburneh0@webs.com,Male,214.46.29.236,08/06/2025,40,15876,1027,High CLV Customers
614,Micheal,Gateland,mgatelandh1@ca.gov,Male,205.71.13.254,15/05/2025,61,18514,2588,Churn Risk
615,Fancie,Licari,flicarih2@biglobe.ne.jp,Genderfluid,132.119.101.255,09/05/2025,46,5693,7068,Churn Risk
616,Jacobo,Edland,jedlandh3@nationalgeographic.com,Male,206.137.67.139,04/09/2025,79,8721,15911,Churn Risk
617,Dino,Hamson,dhamsonh4@google.cn,Male,97.182.171.180,01/06/2025,20,14750,14171,Churn Risk
618,Galvin,Duggon,gduggonh5@wunderground.com,Male,191.81.48.250,29/12/2024,49,1210,2111,Inactive > 90 Days
619,Del,Cantu,dcantuh6@google.com,Male,40.141.24.240,04/10/2025,18,5481,18559,Churn Risk
620,Adele,Tritton,atrittonh7@rediff.com,Genderfluid,151.155.112.230,18/03/2025,35,3001,17568,Inactive > 90 Days
621,Melinde,Crickmoor,mcrickmoorh8@illinois.edu,Female,191.133.208.8,05/01/2025,23,4764,2707,High CLV Customers
622,Wren,Stanway,wstanwayh9@sogou.com,Female,219.140.129.195,19/05/2025,22,16263,17562,Inactive > 90 Days
623,Gram,Aldrick,galdrickha@addtoany.com,Male,104.250.156.156,09/12/2024,37,5633,6836,Inactive > 90 Days
624,Carlo,Gilpin,cgilpinhb@ow.ly,Male,16.110.60.131,24/09/2025,51,3276,14701,High CLV Customers
625,Franzen,Blethin,fblethinhc@friendfeed.com,Male,134.217.191.133,27/08/2025,31,2780,19979,New Signups (Last 30 Days)
626,Domenic,Coneley,dconeleyhd@chicagotribune.com,Male,68.34.180.102,01/11/2025,43,6586,13184,New Signups (Last 30 Days)
627,Charlotta,Mann,cmannhe@gravatar.com,Female,211.207.182.89,08/08/2025,59,12437,3181,New Signups (Last 30 Days)
628,Tera,Hadcock,thadcockhf@tuttocitta.it,Female,39.53.67.91,04/03/2025,44,16938,762,Inactive > 90 Days
629,Meredeth,Alsobrook,malsobrookhg@house.gov,Male,98.29.167.50,07/08/2025,31,14918,4841,New Signups (Last 30 Days)
630,Loutitia,Sinnott,lsinnotthh@youku.com,Female,33.58.251.136,18/10/2025,24,9692,1031,High CLV Customers
631,Lowell,Jatczak,ljatczakhi@ameblo.jp,Male,234.245.240.169,16/06/2025,24,13449,16464,Inactive > 90 Days
632,Corrianne,Lorkins,clorkinshj@google.ru,Female,115.210.219.199,05/06/2025,57,930,1061,Inactive > 90 Days
633,Gerald,Hargrove,ghargrovehk@instagram.com,Male,47.80.20.49,01/10/2025,20,7017,9734,Inactive > 90 Days
634,Judith,Nightingale,jnightingalehl@accuweather.com,Female,44.225.241.43,25/05/2025,43,6514,14757,Inactive > 90 Days
635,Tomkin,Morpeth,tmorpethhm@meetup.com,Male,37.189.92.226,26/04/2025,43,5170,19761,New Signups (Last 30 Days)
636,Denice,Eldred,deldredhn@wordpress.org,Female,9.119.18.149,24/03/2025,47,18490,2466,Churn Risk
637,Ilise,Brabbs,ibrabbsho@ezinearticles.com,Female,102.187.3.194,30/05/2025,20,8172,7227,Inactive > 90 Days
638,Ervin,Nuzzetti,enuzzettihp@marketwatch.com,Male,72.223.91.25,26/09/2025,29,5114,707,Churn Risk
639,Tommie,Tart,ttarthq@netlog.com,Male,54.175.21.236,01/05/2025,58,10371,7090,Churn Risk
640,Maximilianus,Dumbreck,mdumbreckhr@miibeian.gov.cn,Male,150.119.210.25,13/08/2025,75,1356,6011,Inactive > 90 Days
641,Lenee,Varker,lvarkerhs@constantcontact.com,Female,246.242.80.80,06/05/2025,34,5506,13061,New Signups (Last 30 Days)
642,Egan,Phillcock,ephillcockht@icio.us,Male,52.146.4.216,15/02/2025,46,3134,12609,New Signups (Last 30 Days)
643,Devan,Codi,dcodihu@harvard.edu,Non-binary,174.39.11.166,05/06/2025,33,9022,16411,Churn Risk
644,Barthel,Worlock,bworlockhv@adobe.com,Male,153.64.87.114,17/07/2025,76,11518,14140,Churn Risk
645,Gaspard,Fynes,gfyneshw@drupal.org,Male,82.137.76.83,18/04/2025,50,12723,19943,Churn Risk
646,Niccolo,Meritt,nmeritthx@forbes.com,Male,59.27.86.218,23/03/2025,34,5931,6318,Inactive > 90 Days
647,Staffard,Sirr,ssirrhy@nymag.com,Male,10.57.87.131,13/09/2025,79,14783,19852,Inactive > 90 Days
648,Brittany,Gaenor,bgaenorhz@sitemeter.com,Female,217.28.77.4,08/06/2025,39,6035,17461,New Signups (Last 30 Days)
649,Binni,Blazek,bblazeki0@flavors.me,Female,152.129.72.28,12/01/2025,56,12629,12491,Churn Risk
650,Kevina,Dyne,kdynei1@cdbaby.com,Female,2.27.212.204,11/07/2025,57,15559,5883,Inactive > 90 Days
651,Nolly,Russi,nrussii2@disqus.com,Male,126.255.178.185,15/03/2025,69,1513,4602,High CLV Customers
652,Annette,Ossenna,aossennai3@ustream.tv,Female,253.132.229.99,17/03/2025,74,14550,6372,New Signups (Last 30 Days)
653,Fraser,Scrivener,fscriveneri4@indiatimes.com,Male,237.221.172.137,06/01/2025,29,10798,19164,Inactive > 90 Days
654,Davida,Djokovic,ddjokovici5@over-blog.com,Female,253.15.138.38,24/01/2025,63,19577,18712,High CLV Customers
655,Claude,McWhannel,cmcwhanneli6@deliciousdays.com,Agender,66.187.249.247,03/09/2025,18,6524,10123,Churn Risk
656,Chuck,Duthy,cduthyi7@springer.com,Male,93.135.243.4,27/03/2025,77,15868,2349,New Signups (Last 30 Days)
657,Arabela,Maillard,amaillardi8@howstuffworks.com,Female,247.135.247.249,15/09/2025,26,8033,9078,High CLV Customers
658,Tybie,Bance,tbancei9@slideshare.net,Female,63.1.29.24,20/08/2025,57,9751,18713,Inactive > 90 Days
659,Klara,Cordingley,kcordingleyia@clickbank.net,Female,159.227.201.24,04/05/2025,30,18069,5714,New Signups (Last 30 Days)
660,Maximilian,Worpole,mworpoleib@cnbc.com,Male,35.127.254.58,23/04/2025,43,13666,15561,Inactive > 90 Days
661,Demeter,Shrawley,dshrawleyic@google.com.au,Female,62.5.214.97,12/03/2025,56,13794,2702,New Signups (Last 30 Days)
662,Tiff,Maddy,tmaddyid@whitehouse.gov,Female,69.192.49.90,09/11/2025,52,2894,14810,High CLV Customers
663,Korry,Gerardin,kgerardinie@fda.gov,Female,30.234.98.244,03/04/2025,25,19217,6441,Churn Risk
664,Justinn,Valens-Smith,jvalenssmithif@dyndns.org,Female,206.101.232.78,16/06/2025,68,19478,18645,New Signups (Last 30 Days)
665,Caren,Jorden,cjordenig@soup.io,Female,29.208.61.232,28/06/2025,50,5937,12355,New Signups (Last 30 Days)
666,Thekla,Methuen,tmethuenih@ftc.gov,Female,28.8.148.136,19/09/2025,60,1417,260,High CLV Customers
667,Paige,Boag,pboagii@samsung.com,Female,129.120.9.72,07/02/2025,55,11900,6773,Inactive > 90 Days
668,Winnie,Millam,wmillamij@springer.com,Male,68.19.178.191,29/10/2025,36,7986,3357,High CLV Customers
669,Salaidh,Jefferys,sjefferysik@kickstarter.com,Female,250.132.172.94,22/07/2025,63,16317,12913,New Signups (Last 30 Days)
670,Darell,Hearl,dhearlil@theguardian.com,Female,25.248.131.177,07/11/2025,60,962,17172,High CLV Customers
